'*', 32, 1, 24, 0, 6, 6, 100, 9
'GRAS HISTOGRAM 1D'
'GRAS_DATA_TITLE',   -1,'DOSE SPECTRUM'
'GRAS_DATA_TYPE',   -1,'HIST_1D'
'GRAS_MODULE_NAME',   -1,'doseEqVolume1'
'GRAS_MODULE_TYPE',   -1,'DOSE_EQUIVALENT'
'HIST_ENTRIES',    1, 6.5002e+05, 'none'
'HIST_NAME',   -1,'doseEqVolume1_dose_equivalent'
'HIST_SUM_ALL_BIN_VALUES',    1, 5.51e+14, 'Y_AXIS_UNITS'
'HIST_TITLE',   -1,'doseEqVolume1 dose equivalent in mSv'
'OVERFLOW_ENTRIES',    1,  4146, 'none'
'OVERFLOW_ERROR',    1,   18.075, 'Y_AXIS_UNITS'
'OVERFLOW_MEAN',    1,   176.94, 'Y_AXIS_UNITS'
'OVERFLOW_VALUE',    1,   296.55, 'Y_AXIS_UNITS'
'UNDERFLOW_ENTRIES',    1,     0, 'none'
'UNDERFLOW_ERROR',    1,        0, 'Y_AXIS_UNITS'
'UNDERFLOW_MEAN',    1,        0, 'Y_AXIS_UNITS'
'UNDERFLOW_VALUE',    1,        0, 'Y_AXIS_UNITS'
'X_AXIS_LABEL',   -1,'Dose'
'X_AXIS_MAX',    1,      100, ' '
'X_AXIS_MIN',    1,        0, ' '
'X_AXIS_NBINS',    1,   100, ' '
'X_AXIS_SCALE',   -1,'lin'
'X_AXIS_UNITS',   -1,'mSv'
'Y_AXIS_LABEL',   -1,' '
'Y_AXIS_UNITS',   -1,'counts'
'lower','mSv',    1,'Bin lower edge'
'upper','mSv',    1,'Bin upper edge'
'mean','mSv',    1,'Bin mean'
'value','counts',    1,'Bin value'
'error','counts',    1,'Bin error'
'entries','',    1,'Bin entries'
          0,           1,  9.3189e-12,    5.51e+14,   9.669e+11,  5.7954e+05
          1,           2,      1.4141,      682.68,      3.8859,       31198
          2,           3,      2.4525,      324.07,      3.0004,       11709
          3,           4,      3.4581,      176.73,      2.3494,        5672
          4,           5,      4.4581,      109.93,      1.9275,        3259
          5,           6,      5.4795,      73.338,       1.622,        2047
          6,           7,       6.462,      52.399,      1.4042,        1395
          7,           8,       7.481,      39.165,       1.241,         998
          8,           9,      8.5043,      32.379,      1.1516,         792
          9,          10,      9.4853,       27.05,       1.073,         636
         10,          11,      10.485,      23.512,      1.0178,         534
         11,          12,      11.482,      20.373,     0.96269,         449
         12,          13,      12.481,      17.824,     0.91706,         378
         13,          14,      13.478,      14.506,     0.84062,         298
         14,          15,      14.432,      12.987,     0.80717,         259
         15,          16,      15.537,       10.13,     0.72557,         195
         16,          17,      16.492,      10.158,      0.7352,         191
         17,          18,       17.49,      10.373,     0.75466,         189
         18,          19,      18.498,      9.5347,     0.73221,         170
         19,          20,      19.464,      9.9872,     0.75953,         173
         20,          21,      20.493,      7.7331,      0.6761,         131
         21,          22,      21.476,       7.602,     0.68006,         125
         22,          23,      22.475,      7.0268,     0.66122,         113
         23,          24,      23.491,      6.3188,      0.6344,         100
         24,          25,      24.465,      7.4917,     0.69877,         115
         25,          26,      25.519,      6.6646,     0.66672,         100
         26,          27,      26.467,      8.3503,     0.75424,         124
         27,          28,      27.497,      6.7087,     0.68258,          98
         28,          29,      28.491,      8.3161,     0.78168,         116
         29,          30,      29.482,       5.449,     0.62934,          75
         30,          31,      30.501,      6.2328,     0.67544,          86
         31,          32,      31.577,       8.158,      1.4007,          87
         32,          33,      32.555,      9.8725,      1.7397,          99
         33,          34,      33.533,       9.285,      2.0049,          77
         34,          35,      34.538,      7.6785,      1.4531,          77
         35,          36,      35.471,      9.6505,      2.0281,          79
         36,          37,      36.412,      9.0061,      1.9722,          76
         37,          38,      37.536,      11.295,      2.3488,          86
