'*', 32, 1, 24, 0, 6, 6, 100, 9
'GRAS HISTOGRAM 1D'
'GRAS_DATA_TITLE',   -1,'DOSE SPECTRUM'
'GRAS_DATA_TYPE',   -1,'HIST_1D'
'GRAS_MODULE_NAME',   -1,'doseEqVolume1'
'GRAS_MODULE_TYPE',   -1,'DOSE_EQUIVALENT'
'HIST_ENTRIES',    1, 6.4874e+05, 'none'
'HIST_NAME',   -1,'doseEqVolume1_dose_equivalent'
'HIST_SUM_ALL_BIN_VALUES',    1, 5.5018e+14, 'Y_AXIS_UNITS'
'HIST_TITLE',   -1,'doseEqVolume1 dose equivalent in mSv'
'OVERFLOW_ENTRIES',    1,  4160, 'none'
'OVERFLOW_ERROR',    1,   8.8393, 'Y_AXIS_UNITS'
'OVERFLOW_MEAN',    1,   215.79, 'Y_AXIS_UNITS'
'OVERFLOW_VALUE',    1,   122.57, 'Y_AXIS_UNITS'
'UNDERFLOW_ENTRIES',    1,     0, 'none'
'UNDERFLOW_ERROR',    1,        0, 'Y_AXIS_UNITS'
'UNDERFLOW_MEAN',    1,        0, 'Y_AXIS_UNITS'
'UNDERFLOW_VALUE',    1,        0, 'Y_AXIS_UNITS'
'X_AXIS_LABEL',   -1,'Dose'
'X_AXIS_MAX',    1,      100, ' '
'X_AXIS_MIN',    1,        0, ' '
'X_AXIS_NBINS',    1,   100, ' '
'X_AXIS_SCALE',   -1,'lin'
'X_AXIS_UNITS',   -1,'mSv'
'Y_AXIS_LABEL',   -1,' '
'Y_AXIS_UNITS',   -1,'counts'
'lower','mSv',    1,'Bin lower edge'
'upper','mSv',    1,'Bin upper edge'
'mean','mSv',    1,'Bin mean'
'value','counts',    1,'Bin value'
'error','counts',    1,'Bin error'
'entries','',    1,'Bin entries'
          0,           1,   6.115e-13,  5.5018e+14,  9.6618e+11,  5.7818e+05
          1,           2,      1.4117,       36.47,     0.20714,       31337
          2,           3,      2.4482,      17.182,     0.15933,       11675
          3,           4,      3.4569,      9.5184,     0.12588,        5730
          4,           5,      4.4629,      5.9482,     0.10349,        3310
          5,           6,      5.4624,      3.7493,    0.084644,        1968
          6,           7,      6.4711,      2.7728,    0.074536,        1387
          7,           8,      7.4742,      2.0234,    0.065069,         969
          8,           9,      8.4909,      1.7882,     0.06247,         821
          9,          10,      9.4825,      1.4321,    0.056954,         634
         10,          11,       10.51,      1.2918,    0.055083,         551
         11,          12,      11.487,      1.0572,    0.050666,         436
         12,          13,      12.487,      1.0062,    0.050201,         402
         13,          14,      13.499,     0.86858,    0.047469,         335
         14,          15,      14.482,     0.71289,    0.043761,         266
         15,          16,      15.526,     0.51565,    0.037709,         188
         16,          17,      16.518,     0.56724,    0.040121,         200
         17,          18,       17.49,     0.57425,    0.040926,         197
         18,          19,      18.521,     0.39304,    0.034348,         131
         19,          20,      19.498,     0.46742,    0.037975,         153
         20,          21,      20.496,     0.47163,    0.038614,         150
         21,          22,      21.496,     0.45464,    0.038242,         142
         22,          23,      22.501,     0.41046,    0.036876,         124
         23,          24,      23.493,     0.44374,    0.038778,         131
         24,          25,      24.487,      0.4131,    0.037886,         119
         25,          26,      25.488,     0.37361,    0.036478,         105
         26,          27,      26.495,      0.4392,     0.03995,         121
         27,          28,      27.574,     0.37174,    0.037182,         100
         28,          29,      28.511,     0.32109,    0.034849,          85
         29,          30,      29.465,     0.29169,    0.034963,          74
         30,          31,      30.482,     0.29913,    0.034748,          76
         31,          32,      31.459,     0.36107,     0.03807,          90
         32,          33,      32.493,     0.32323,    0.036388,          79
         33,          34,      33.522,     0.39091,    0.040404,          94
         34,          35,      34.479,     0.33388,    0.037736,          79
         35,          36,      35.515,      0.3335,    0.038041,          77
         36,          37,      36.521,      0.4062,    0.042327,          93
         37,          38,      37.528,     0.36516,    0.040615,          81
         38,          39,      38.526,       0.337,    0.040245,          73
         39,          40,      39.448,     0.37668,    0.041865,          81
         40,          41,      40.539,     0.36369,    0.041337,          78
         41,          42,      41.566,     0.36375,    0.042593,          75
         42,          43,       42.49,     0.38686,    0.043541,          79
         43,          44,      43.518,     0.42539,    0.047224,          84
         44,          45,      44.489,     0.38975,    0.044301,          78
         45,          46,      45.507,     0.34224,    0.041831,          67
         46,          47,      46.525,     0.35528,    0.043141,          68
         47,          48,      47.516,     0.43888,    0.048178,          83
         48,          49,       48.47,     0.34689,     0.04501,          63
         49,          50,      49.466,     0.34939,    0.044733,          64
         50,          51,      50.551,      0.3371,    0.042951,          62
         51,          52,      51.525,     0.38205,    0.047263,          67
         52,          53,      52.463,     0.32953,    0.043126,          59
         53,          54,      53.468,     0.34515,    0.044569,          60
         54,          55,      54.485,     0.51253,    0.055001,          88
         55,          56,      55.595,     0.36162,     0.04598,          63
         56,          57,      56.505,     0.37729,    0.047266,          64
         57,          58,      57.522,     0.41698,    0.050222,          69
         58,          59,      58.488,     0.42137,     0.05075,          70
         59,          60,      59.606,     0.49983,    0.055969,          81
         60,          61,      60.407,     0.40009,    0.052465,          61
         61,          62,      61.502,     0.41257,    0.051189,          65
         62,          63,      62.506,     0.44615,    0.053263,          71
         63,          64,      63.501,     0.35388,    0.048852,          55
         64,          65,      64.538,     0.49562,    0.063182,          71
         65,          66,      65.454,       0.495,    0.057406,          75
         66,          67,      66.453,      0.4016,    0.051733,          61
         67,          68,      67.473,     0.38423,    0.052042,          56
         68,          69,      68.461,     0.37236,    0.050728,          54
         69,          70,       69.54,     0.37777,    0.051549,          54
         70,          71,       70.51,     0.44475,    0.056041,          63
         71,          72,      71.512,     0.35137,    0.050032,          50
         72,          73,      72.493,     0.48273,    0.060103,          66
         73,          74,      73.657,     0.83236,     0.36426,          67
         74,          75,       74.47,     0.42652,    0.056193,          59
         75,          76,      75.611,     0.40574,     0.05453,          57
         76,          77,       76.53,      0.5715,    0.065367,          77
         77,          78,      77.527,     0.45192,    0.071108,          55
         78,          79,      78.437,     0.47923,    0.060434,          64
         79,          80,      79.491,      0.4008,    0.055482,          53
         80,          81,      80.473,     0.48193,    0.063326,          60
         81,          82,      81.434,     0.44467,     0.05891,          59
         82,          83,      82.538,     0.36429,    0.053889,          46
         83,          84,      83.467,     0.50858,    0.064024,          64
         84,          85,      84.357,     0.61392,     0.19607,          55
         85,          86,      85.502,     0.42071,    0.058541,          54
         86,          87,      86.465,     0.67927,    0.074955,          84
         87,          88,      87.515,     0.36118,     0.05524,          43
         88,          89,      88.529,     0.44303,    0.061562,          53
         89,          90,      89.516,      0.4954,     0.06607,          58
         90,          91,      90.497,     0.45594,    0.063051,          54
         91,          92,      91.524,     0.46649,    0.063904,          54
         92,          93,      92.515,     0.44312,    0.064298,          49
         93,          94,      93.571,     0.39492,    0.060564,          44
         94,          95,      94.463,     0.50549,    0.067142,          57
         95,          96,      95.494,     0.46716,    0.065171,          52
         96,          97,      96.529,     0.40527,    0.060221,          46
         97,          98,      97.505,     0.41865,    0.061948,          46
         98,          99,      98.488,     0.34773,    0.056198,          39
         99,         100,      99.495,     0.58549,    0.075069,          64
'End of Block'
'*', 8, 0, 4, 0, 3, 3, 1, 8
'GRAS_DATA_TITLE',   -1,'TOTAL DOSE'
'GRAS_DATA_TYPE',   -1,'STAT_DOUBLE'
'GRAS_MODULE_NAME',   -1,'doseEqVolume1'
'GRAS_MODULE_TYPE',   -1,'DOSE_EQUIVALENT'
'Dose','mSv',    1,'Dose/energy deposition'
'Error','mSv',    1,'Error dose/energy deposition'
'Entries','',    1,'Number of entries'
     286.95,      1.1163,       1e+06
'End of Block'
'*', 32, 1, 24, 0, 6, 6, 100, 7
'GRAS HISTOGRAM 1D'
'GRAS_DATA_TITLE',   -1,'TOTAL DOSE VS PRIMARY KINETIC ENERGY'
'GRAS_DATA_TYPE',   -1,'HIST_1D'
'GRAS_MODULE_NAME',   -1,'doseEqVolume1'
'GRAS_MODULE_TYPE',   -1,'DOSE_EQUIVALENT'
'HIST_ENTRIES',    1, 6.4874e+05, 'none'
'HIST_NAME',   -1,'doseEqVolume1_dose_equivalent'
'HIST_SUM_ALL_BIN_VALUES',    1, 5.5018e+14, 'Y_AXIS_UNITS'
'HIST_TITLE',   -1,'doseEqVolume1 dose equivalent in mSv'
'OVERFLOW_ENTRIES',    1,  4160, 'none'
'OVERFLOW_ERROR',    1,   8.8393, 'Y_AXIS_UNITS'
'OVERFLOW_MEAN',    1,   215.79, 'Y_AXIS_UNITS'
'OVERFLOW_VALUE',    1,   122.57, 'Y_AXIS_UNITS'
'UNDERFLOW_ENTRIES',    1,     0, 'none'
'UNDERFLOW_ERROR',    1,        0, 'Y_AXIS_UNITS'
'UNDERFLOW_MEAN',    1,        0, 'Y_AXIS_UNITS'
'UNDERFLOW_VALUE',    1,        0, 'Y_AXIS_UNITS'
'X_AXIS_LABEL',   -1,'Kinetic energy'
'X_AXIS_MAX',    1,      100, ' '
'X_AXIS_MIN',    1,        0, ' '
'X_AXIS_NBINS',    1,   100, ' '
'X_AXIS_SCALE',   -1,'lin'
'X_AXIS_UNITS',   -1,'mSv'
'Y_AXIS_LABEL',   -1,'Dose'
'Y_AXIS_UNITS',   -1,'counts'
'lower','mSv',    1,'Bin lower edge'
'upper','mSv',    1,'Bin upper edge'
'mean','mSv',    1,'Bin mean'
'value','counts',    1,'Bin value'
'error','counts',    1,'Bin error'
'entries','',    1,'Bin entries'
          0,           1,   6.115e-13,  5.5018e+14,  9.6618e+11,  5.7818e+05
          1,           2,      1.4117,       36.47,     0.20714,       31337
          2,           3,      2.4482,      17.182,     0.15933,       11675
          3,           4,      3.4569,      9.5184,     0.12588,        5730
          4,           5,      4.4629,      5.9482,     0.10349,        3310
          5,           6,      5.4624,      3.7493,    0.084644,        1968
          6,           7,      6.4711,      2.7728,    0.074536,        1387
          7,           8,      7.4742,      2.0234,    0.065069,         969
          8,           9,      8.4909,      1.7882,     0.06247,         821
          9,          10,      9.4825,      1.4321,    0.056954,         634
         10,          11,       10.51,      1.2918,    0.055083,         551
         11,          12,      11.487,      1.0572,    0.050666,         436
         12,          13,      12.487,      1.0062,    0.050201,         402
         13,          14,      13.499,     0.86858,    0.047469,         335
         14,          15,      14.482,     0.71289,    0.043761,         266
         15,          16,      15.526,     0.51565,    0.037709,         188
         16,          17,      16.518,     0.56724,    0.040121,         200
         17,          18,       17.49,     0.57425,    0.040926,         197
         18,          19,      18.521,     0.39304,    0.034348,         131
         19,          20,      19.498,     0.46742,    0.037975,         153
         20,          21,      20.496,     0.47163,    0.038614,         150
         21,          22,      21.496,     0.45464,    0.038242,         142
         22,          23,      22.501,     0.41046,    0.036876,         124
         23,          24,      23.493,     0.44374,    0.038778,         131
         24,          25,      24.487,      0.4131,    0.037886,         119
         25,          26,      25.488,     0.37361,    0.036478,         105
         26,          27,      26.495,      0.4392,     0.03995,         121
         27,          28,      27.574,     0.37174,    0.037182,         100
         28,          29,      28.511,     0.32109,    0.034849,          85
         29,          30,      29.465,     0.29169,    0.034963,          74
         30,          31,      30.482,     0.29913,    0.034748,          76
         31,          32,      31.459,     0.36107,     0.03807,          90
         32,          33,      32.493,     0.32323,    0.036388,          79
         33,          34,      33.522,     0.39091,    0.040404,          94
         34,          35,      34.479,     0.33388,    0.037736,          79
         35,          36,      35.515,      0.3335,    0.038041,          77
         36,          37,      36.521,      0.4062,    0.042327,          93
         37,          38,      37.528,     0.36516,    0.040615,          81
         38,          39,      38.526,       0.337,    0.040245,          73
         39,          40,      39.448,     0.37668,    0.041865,          81
         40,          41,      40.539,     0.36369,    0.041337,          78
         41,          42,      41.566,     0.36375,    0.042593,          75
         42,          43,       42.49,     0.38686,    0.043541,          79
         43,          44,      43.518,     0.42539,    0.047224,          84
         44,          45,      44.489,     0.38975,    0.044301,          78
         45,          46,      45.507,     0.34224,    0.041831,          67
         46,          47,      46.525,     0.35528,    0.043141,          68
         47,          48,      47.516,     0.43888,    0.048178,          83
         48,          49,       48.47,     0.34689,     0.04501,          63
         49,          50,      49.466,     0.34939,    0.044733,          64
         50,          51,      50.551,      0.3371,    0.042951,          62
         51,          52,      51.525,     0.38205,    0.047263,          67
         52,          53,      52.463,     0.32953,    0.043126,          59
         53,          54,      53.468,     0.34515,    0.044569,          60
         54,          55,      54.485,     0.51253,    0.055001,          88
         55,          56,      55.595,     0.36162,     0.04598,          63
         56,          57,      56.505,     0.37729,    0.047266,          64
         57,          58,      57.522,     0.41698,    0.050222,          69
         58,          59,      58.488,     0.42137,     0.05075,          70
         59,          60,      59.606,     0.49983,    0.055969,          81
         60,          61,      60.407,     0.40009,    0.052465,          61
         61,          62,      61.502,     0.41257,    0.051189,          65
         62,          63,      62.506,     0.44615,    0.053263,          71
         63,          64,      63.501,     0.35388,    0.048852,          55
         64,          65,      64.538,     0.49562,    0.063182,          71
         65,          66,      65.454,       0.495,    0.057406,          75
         66,          67,      66.453,      0.4016,    0.051733,          61
         67,          68,      67.473,     0.38423,    0.052042,          56
         68,          69,      68.461,     0.37236,    0.050728,          54
         69,          70,       69.54,     0.37777,    0.051549,          54
         70,          71,       70.51,     0.44475,    0.056041,          63
         71,          72,      71.512,     0.35137,    0.050032,          50
         72,          73,      72.493,     0.48273,    0.060103,          66
         73,          74,      73.657,     0.83236,     0.36426,          67
         74,          75,       74.47,     0.42652,    0.056193,          59
         75,          76,      75.611,     0.40574,     0.05453,          57
         76,          77,       76.53,      0.5715,    0.065367,          77
         77,          78,      77.527,     0.45192,    0.071108,          55
         78,          79,      78.437,     0.47923,    0.060434,          64
         79,          80,      79.491,      0.4008,    0.055482,          53
         80,          81,      80.473,     0.48193,    0.063326,          60
         81,          82,      81.434,     0.44467,     0.05891,          59
