'*', 32, 1, 24, 0, 6, 6, 100, 9
'GRAS HISTOGRAM 1D'
'GRAS_DATA_TITLE',   -1,'DOSE SPECTRUM'
'GRAS_DATA_TYPE',   -1,'HIST_1D'
'GRAS_MODULE_NAME',   -1,'doseEqVolume1'
'GRAS_MODULE_TYPE',   -1,'DOSE_EQUIVALENT'
'HIST_ENTRIES',    1, 6.5025e+05, 'none'
'HIST_NAME',   -1,'doseEqVolume1_dose_equivalent'
'HIST_SUM_ALL_BIN_VALUES',    1, 5.5151e+14, 'Y_AXIS_UNITS'
'HIST_TITLE',   -1,'doseEqVolume1 dose equivalent in mSv'
'OVERFLOW_ENTRIES',    1,  4207, 'none'
'OVERFLOW_ERROR',    1,   5.5446, 'Y_AXIS_UNITS'
'OVERFLOW_MEAN',    1,   223.96, 'Y_AXIS_UNITS'
'OVERFLOW_VALUE',    1,   56.839, 'Y_AXIS_UNITS'
'UNDERFLOW_ENTRIES',    1,     0, 'none'
'UNDERFLOW_ERROR',    1,        0, 'Y_AXIS_UNITS'
'UNDERFLOW_MEAN',    1,        0, 'Y_AXIS_UNITS'
'UNDERFLOW_VALUE',    1,        0, 'Y_AXIS_UNITS'
'X_AXIS_LABEL',   -1,'Dose'
'X_AXIS_MAX',    1,      100, ' '
'X_AXIS_MIN',    1,        0, ' '
'X_AXIS_NBINS',    1,   100, ' '
'X_AXIS_SCALE',   -1,'lin'
'X_AXIS_UNITS',   -1,'mSv'
'Y_AXIS_LABEL',   -1,' '
'Y_AXIS_UNITS',   -1,'counts'
'lower','mSv',    1,'Bin lower edge'
'upper','mSv',    1,'Bin upper edge'
'mean','mSv',    1,'Bin mean'
'value','counts',    1,'Bin value'
'error','counts',    1,'Bin error'
'entries','',    1,'Bin entries'
          0,           1,  3.3358e-13,  5.5151e+14,  9.6735e+11,  5.7969e+05
          1,           2,       1.413,      19.629,     0.11167,       31237
          2,           3,      2.4511,        9.39,     0.08659,       11803
          3,           4,      3.4568,      5.1396,    0.067916,        5742
          4,           5,       4.459,       3.173,    0.055515,        3275
          5,           6,      5.4707,      2.1172,    0.046709,        2058
          6,           7,      6.4784,      1.4601,    0.039758,        1351
          7,           8,      7.5053,       1.096,    0.035207,         971
          8,           9,      8.4798,      1.0009,    0.034304,         853
          9,          10,      9.4739,     0.77384,    0.030733,         635
         10,          11,      10.488,      0.7034,     0.02981,         558
         11,          12,      11.507,     0.65693,     0.02933,         502
         12,          13,      12.462,     0.53568,    0.026928,         396
         13,          14,      13.455,     0.44552,    0.024953,         319
         14,          15,      14.445,     0.36653,    0.022957,         256
         15,          16,      15.478,     0.32237,     0.02189,         217
         16,          17,      16.481,     0.30242,    0.021573,         198
         17,          18,      17.507,     0.30093,    0.021799,         191
         18,          19,      18.486,     0.28601,    0.021505,         177
         19,          20,      19.526,      0.2599,    0.020749,         157
         20,          21,      20.498,     0.23268,    0.019883,         137
         21,          22,      21.476,     0.26048,     0.02135,         149
         22,          23,      22.469,     0.20885,    0.019391,         117
         23,          24,       23.47,     0.22701,    0.020391,         124
         24,          25,      24.508,     0.18491,    0.018636,          99
         25,          26,      25.501,     0.17466,    0.018312,          92
         26,          27,      26.513,     0.18916,    0.019313,          96
         27,          28,      27.494,     0.19013,    0.019502,          96
         28,          29,      28.448,     0.18955,    0.019668,          93
         29,          30,      29.529,     0.20027,    0.020445,          96
         30,          31,      30.497,     0.20159,    0.020833,          95
         31,          32,      31.494,     0.16976,    0.019193,          79
         32,          33,      32.493,     0.19756,    0.020954,          89
         33,          34,      33.553,      0.1314,    0.017256,          58
         34,          35,      34.484,     0.18289,    0.020523,          80
         35,          36,      35.566,     0.19736,    0.021942,          83
         36,          37,      36.531,     0.16742,    0.020056,          70
         37,          38,      37.493,     0.19589,    0.029719,          73
         38,          39,      38.501,     0.20483,    0.022487,          83
         39,          40,      39.509,     0.18319,    0.021747,          72
         40,          41,      40.476,     0.16144,    0.020239,          64
         41,          42,      41.495,     0.20496,    0.023143,          79
         42,          43,      42.568,     0.14887,    0.019904,          56
         43,          44,      43.457,     0.16802,    0.021173,          63
         44,          45,      44.564,     0.15594,    0.020577,          58
         45,          46,      45.417,     0.16351,    0.021294,          59
         46,          47,      46.507,     0.20749,    0.024126,          74
         47,          48,      47.498,     0.17958,     0.02263,          63
         48,          49,      48.528,     0.19947,    0.024017,          69
         49,          50,      49.507,     0.20606,      0.0245,          71
         50,          51,       50.53,     0.22892,    0.025971,          78
         51,          52,      51.508,     0.23216,    0.026597,          77
         52,          53,      52.513,     0.17479,    0.023052,          58
         53,          54,      53.484,      0.2255,    0.026624,          72
         54,          55,      54.464,     0.28272,    0.029825,          90
         55,          56,      55.511,      0.1796,    0.023877,          57
         56,          57,      56.559,     0.17535,    0.023816,          55
         57,          58,      57.494,     0.21413,    0.026624,          65
         58,          59,      58.416,     0.21997,     0.02688,          67
         59,          60,      59.502,     0.20074,    0.026676,          59
